"ZIP
code [1]",Size of adjusted gross income,,,,,
13830,"$200,000 or more",,,,,
,,,,,,
13832,,,,,,
13832,"$1 under $25,000",,,,,
13832,"$25,000 under $50,000",,,,,
13832,"$50,000 under $75,000",,,,,
13832,"$75,000 under $100,000",,,,,
13832,"$100,000 under $200,000",,,,,
13832,"$200,000 or more",,,,,
,,,,,,
13833,,,,,,
13833,"$1 under $25,000",,,,,
13833,"$25,000 under $50,000",,,,,
13833,"$50,000 under $75,000",,,,,
13833,"$75,000 under $100,000",,,,,
13833,"$100,000 under $200,000",,,,,
13833,"$200,000 or more",,,,,
,,,,,,
13835,,,,,,
13835,"$1 under $25,000",,,,,
13835,"$25,000 under $50,000",,,,,
13835,"$50,000 under $75,000",,,,,
13835,"$75,000 under $100,000",,,,,
13835,"$100,000 under $200,000",,,,,
13835,"$200,000 or more",,,,,
,,,,,,
13838,,,,,,
13838,"$1 under $25,000",,,,,
13838,"$25,000 under $50,000",,,,,
13838,"$50,000 under $75,000",,,,,
13838,"$75,000 under $100,000",,,,,
13838,"$100,000 under $200,000",,,,,
13838,"$200,000 or more",,,,,
,,,,,,
13839,,,,,,
13839,"$1 under $25,000",,,,,
13839,"$25,000 under $50,000",,,,,
13839,"$50,000 under $75,000",,,,,
13839,"$75,000 under $100,000",,,,,
13839,"$100,000 under $200,000",,,,,
13839,"$200,000 or more",,,,,
,,,,,,
13841,,,,,,
13841,"$1 under $25,000",,,,,
13841,"$25,000 under $50,000",,,,,
13841,"$50,000 under $75,000",,,,,
13841,"$75,000 under $100,000",,,,,
13841,"$100,000 under $200,000",,,,,
13841,"$200,000 or more",,,,,
,,,,,,
13842,,,,,,
13842,"$1 under $25,000",,,,,
13842,"$25,000 under $50,000",,,,,
13842,"$50,000 under $75,000",,,,,
13842,"$75,000 under $100,000",,,,,
13842,"$100,000 under $200,000",,,,,
13842,"$200,000 or more",,,,,
,,,,,,
13843,,,,,,
13843,"$1 under $25,000",,,,,
13843,"$25,000 under $50,000",,,,,
13843,"$50,000 under $75,000",,,,,
13843,"$75,000 under $100,000",,,,,
13843,"$100,000 under $200,000",,,,,
13843,"$200,000 or more",,,,,
,,,,,,
13844,,,,,,
13844,"$1 under $25,000",,,,,
13844,"$25,000 under $50,000",,,,,
13844,"$50,000 under $75,000",,,,,
13844,"$75,000 under $100,000",,,,,
13844,"$100,000 under $200,000",,,,,
13844,"$200,000 or more",,,,,
,,,,,,
13846,,,,,,
13846,"$1 under $25,000",,,,,
13846,"$25,000 under $50,000",,,,,
13846,"$50,000 under $75,000",,,,,
13846,"$75,000 under $100,000",,,,,
13846,"$100,000 under $200,000",,,,,
13846,"$200,000 or more",,,,,
,,,,,,
13849,,,,,,
13849,"$1 under $25,000",,,,,
13849,"$25,000 under $50,000",,,,,
13849,"$50,000 under $75,000",,,,,
13849,"$75,000 under $100,000",,,,,
13849,"$100,000 under $200,000",,,,,
13849,"$200,000 or more",,,,,
,,,,,,
13850,,,,,,
13850,"$1 under $25,000",,,,,
13850,"$25,000 under $50,000",,,,,
13850,"$50,000 under $75,000",,,,,
13850,"$75,000 under $100,000",,,,,
13850,"$100,000 under $200,000",,,,,
13850,"$200,000 or more",,,,,
,,,,,,
13856,,,,,,
13856,"$1 under $25,000",,,,,
13856,"$25,000 under $50,000",,,,,
13856,"$50,000 under $75,000",,,,,
13856,"$75,000 under $100,000",,,,,
13856,"$100,000 under $200,000",,,,,
13856,"$200,000 or more",,,,,
,,,,,,
13861,,,,,,
13861,"$1 under $25,000",,,,,
13861,"$25,000 under $50,000",,,,,
13861,"$50,000 under $75,000",,,,,
13861,"$75,000 under $100,000",,,,,
13861,"$100,000 under $200,000",,,,,
13861,"$200,000 or more",,,,,
,,,,,,
13862,,,,,,
13862,"$1 under $25,000",,,,,
13862,"$25,000 under $50,000",,,,,
13862,"$50,000 under $75,000",,,,,
13862,"$75,000 under $100,000",,,,,
13862,"$100,000 under $200,000",,,,,
13862,"$200,000 or more",,,,,
,,,,,,
13863,,,,,,
13863,"$1 under $25,000",,,,,
13863,"$25,000 under $50,000",,,,,
13863,"$50,000 under $75,000",,,,,
13863,"$75,000 under $100,000",,,,,
13863,"$100,000 under $200,000",,,,,
13863,"$200,000 or more",,,,,
,,,,,,
13864,,,,,,
13864,"$1 under $25,000",,,,,
13864,"$25,000 under $50,000",,,,,
13864,"$50,000 under $75,000",,,,,
13864,"$75,000 under $100,000",,,,,
13864,"$100,000 under $200,000",,,,,
13864,"$200,000 or more",,,,,
,,,,,,
13865,,,,,,
13865,"$1 under $25,000",,,,,
13865,"$25,000 under $50,000",,,,,
13865,"$50,000 under $75,000",,,,,
13865,"$75,000 under $100,000",,,,,
13865,"$100,000 under $200,000",,,,,
13865,"$200,000 or more",,,,,
,,,,,,
13901,,,,,,
13901,"$1 under $25,000",,,,,
13901,"$25,000 under $50,000",,,,,
13901,"$50,000 under $75,000",,,,,
13901,"$75,000 under $100,000",,,,,
13901,"$100,000 under $200,000",,,,,
13901,"$200,000 or more",,,,,
,,,,,,
13903,,,,,,
13903,"$1 under $25,000",,,,,
13903,"$25,000 under $50,000",,,,,
13903,"$50,000 under $75,000",,,,,
13903,"$75,000 under $100,000",,,,,
13903,"$100,000 under $200,000",,,,,
13903,"$200,000 or more",,,,,
,,,,,,
13904,,,,,,
13904,"$1 under $25,000",,,,,
13904,"$25,000 under $50,000",,,,,
13904,"$50,000 under $75,000",,,,,
13904,"$75,000 under $100,000",,,,,
13904,"$100,000 under $200,000",,,,,
13904,"$200,000 or more",,,,,
,,,,,,
13905,,,,,,
13905,"$1 under $25,000",,,,,
13905,"$25,000 under $50,000",,,,,
13905,"$50,000 under $75,000",,,,,
13905,"$75,000 under $100,000",,,,,
13905,"$100,000 under $200,000",,,,,
13905,"$200,000 or more",,,,,
,,,,,,
14001,,,,,,
14001,"$1 under $25,000",,,,,
14001,"$25,000 under $50,000",,,,,
14001,"$50,000 under $75,000",,,,,
14001,"$75,000 under $100,000",,,,,
14001,"$100,000 under $200,000",,,,,
14001,"$200,000 or more",,,,,
,,,,,,
14004,,,,,,
14004,"$1 under $25,000",,,,,
14004,"$25,000 under $50,000",,,,,
14004,"$50,000 under $75,000",,,,,
14004,"$75,000 under $100,000",,,,,
14004,"$100,000 under $200,000",,,,,
14004,"$200,000 or more",,,,,
,,,,,,
14005,,,,,,
14005,"$1 under $25,000",,,,,
14005,"$25,000 under $50,000",,,,,
14005,"$50,000 under $75,000",,,,,
14005,"$75,000 under $100,000",,,,,
14005,"$100,000 under $200,000",,,,,
14005,"$200,000 or more",,,,,
,,,,,,
14006,,,,,,
14006,"$1 under $25,000",,,,,
14006,"$25,000 under $50,000",,,,,
14006,"$50,000 under $75,000",,,,,
14006,"$75,000 under $100,000",,,,,
14006,"$100,000 under $200,000",,,,,
14006,"$200,000 or more",,,,,
,,,,,,
14008,,,,,,
14008,"$1 under $25,000",,,,,
14008,"$25,000 under $50,000",,,,,
14008,"$50,000 under $75,000",,,,,
14008,"$75,000 under $100,000",,,,,
14008,"$100,000 under $200,000",,,,,
14008,"$200,000 or more",,,,,
,,,,,,
14009,,,,,,
14009,"$1 under $25,000",,,,,
14009,"$25,000 under $50,000",,,,,
14009,"$50,000 under $75,000",,,,,
14009,"$75,000 under $100,000",,,,,
14009,"$100,000 under $200,000",,,,,
14009,"$200,000 or more",,,,,
,,,,,,
14011,,,,,,
14011,"$1 under $25,000",,,,,
14011,"$25,000 under $50,000",,,,,
14011,"$50,000 under $75,000",,,,,
14011,"$75,000 under $100,000",,,,,
14011,"$100,000 under $200,000",,,,,
14011,"$200,000 or more",,,,,
,,,,,,
14012,,,,,,
14012,"$1 under $25,000",,,,,
14012,"$25,000 under $50,000",,,,,
14012,"$50,000 under $75,000",,,,,
14012,"$75,000 under $100,000",,,,,
14012,"$100,000 under $200,000",,,,,
14012,"$200,000 or more",,,,,
,,,,,,
14013,,,,,,
14013,"$1 under $25,000",,,,,
14013,"$25,000 under $50,000",,,,,
14013,"$50,000 under $75,000",,,,,
14013,"$75,000 under $100,000",,,,,
14013,"$100,000 under $200,000",,,,,
14013,"$200,000 or more",,,,,
,,,,,,
14020,,,,,,
14020,"$1 under $25,000",,,,,
14020,"$25,000 under $50,000",,,,,
14020,"$50,000 under $75,000",,,,,
14020,"$75,000 under $100,000",,,,,
14020,"$100,000 under $200,000",,,,,
14020,"$200,000 or more",,,,,
,,,,,,
14024,,,,,,
14024,"$1 under $25,000",,,,,
14024,"$25,000 under $50,000",,,,,
14024,"$50,000 under $75,000",,,,,
14024,"$75,000 under $100,000",,,,,
14024,"$100,000 under $200,000",,,,,
14024,"$200,000 or more",,,,,
,,,,,,
14025,,,,,,
14025,"$1 under $25,000",,,,,
14025,"$25,000 under $50,000",,,,,
14025,"$50,000 under $75,000",,,,,
14025,"$75,000 under $100,000",,,,,
14025,"$100,000 under $200,000",,,,,
14025,"$200,000 or more",,,,,
,,,,,,
14026,,,,,,
14026,"$1 under $25,000",,,,,
14026,"$25,000 under $50,000",,,,,
14026,"$50,000 under $75,000",,,,,
14026,"$75,000 under $100,000",,,,,
14026,"$100,000 under $200,000",,,,,
14026,"$200,000 or more",,,,,
,,,,,,
14028,,,,,,
14028,"$1 under $25,000",,,,,
14028,"$25,000 under $50,000",,,,,
14028,"$50,000 under $75,000",,,,,
14028,"$75,000 under $100,000",,,,,
14028,"$100,000 under $200,000",,,,,
14028,"$200,000 or more",,,,,
,,,,,,
14030,,,,,,
14030,"$1 under $25,000",,,,,
14030,"$25,000 under $50,000",,,,,
14030,"$50,000 under $75,000",,,,,
14030,"$75,000 under $100,000",,,,,
14030,"$100,000 under $200,000",,,,,
14030,"$200,000 or more",,,,,
,,,,,,
14031,,,,,,
14031,"$1 under $25,000",,,,,
14031,"$25,000 under $50,000",,,,,
14031,"$50,000 under $75,000",,,,,
14031,"$75,000 under $100,000",,,,,
14031,"$100,000 under $200,000",,,,,
14031,"$200,000 or more",,,,,
,,,,,,
14032,,,,,,
14032,"$1 under $25,000",,,,,
14032,"$25,000 under $50,000",,,,,
14032,"$50,000 under $75,000",,,,,
14032,"$75,000 under $100,000",,,,,
14032,"$100,000 under $200,000",,,,,
14032,"$200,000 or more",,,,,
,,,,,,
14033,,,,,,
14033,"$1 under $25,000",,,,,
14033,"$25,000 under $50,000",,,,,
14033,"$50,000 under $75,000",,,,,
14033,"$75,000 under $100,000",,,,,
14033,"$100,000 under $200,000",,,,,
14033,"$200,000 or more",,,,,
,,,,,,
14034,,,,,,
14034,"$1 under $25,000",,,,,
14034,"$25,000 under $50,000",,,,,
14034,"$50,000 under $75,000",,,,,
14034,"$75,000 under $100,000",,,,,
14034,"$100,000 under $200,000",,,,,
14034,"$200,000 or more",,,,,
,,,,,,
14036,,,,,,
14036,"$1 under $25,000",,,,,
14036,"$25,000 under $50,000",,,,,
14036,"$50,000 under $75,000",,,,,
14036,"$75,000 under $100,000",,,,,
14036,"$100,000 under $200,000",,,,,
14036,"$200,000 or more",,,,,
,,,,,,
14037,,,,,,
14037,"$1 under $25,000",,,,,
14037,"$25,000 under $50,000",,,,,
14037,"$50,000 under $75,000",,,,,
14037,"$75,000 under $100,000",,,,,
14037,"$100,000 under $200,000",,,,,
14037,"$200,000 or more",,,,,
,,,,,,
14040,,,,,,
14040,"$1 under $25,000",,,,,
14040,"$25,000 under $50,000",,,,,
14040,"$50,000 under $75,000",,,,,
14040,"$75,000 under $100,000",,,,,
14040,"$100,000 under $200,000",,,,,
14040,"$200,000 or more",,,,,
,,,,,,
14041,,,,,,
14041,"$1 under $25,000",,,,,
14041,"$25,000 under $50,000",,,,,
14041,"$50,000 under $75,000",,,,,
14041,"$75,000 under $100,000",,,,,
14041,"$100,000 under $200,000",,,,,
14041,"$200,000 or more",,,,,
,,,,,,
14042,,,,,,
14042,"$1 under $25,000",,,,,
14042,"$25,000 under $50,000",,,,,
14042,"$50,000 under $75,000",,,,,
14042,"$75,000 under $100,000",,,,,
14042,"$100,000 under $200,000",,,,,
14042,"$200,000 or more",,,,,
,,,,,,
14043,,,,,,
14043,"$1 under $25,000",,,,,
14043,"$25,000 under $50,000",,,,,
14043,"$50,000 under $75,000",,,,,
14043,"$75,000 under $100,000",,,,,
14043,"$100,000 under $200,000",,,,,
14043,"$200,000 or more",,,,,
,,,,,,
14047,,,,,,
14047,"$1 under $25,000",,,,,
14047,"$25,000 under $50,000",,,,,
14047,"$50,000 under $75,000",,,,,
14047,"$75,000 under $100,000",,,,,
14047,"$100,000 under $200,000",,,,,
14047,"$200,000 or more",,,,,
,,,,,,
14048,,,,,,
14048,"$1 under $25,000",,,,,
14048,"$25,000 under $50,000",,,,,
14048,"$50,000 under $75,000",,,,,
14048,"$75,000 under $100,000",,,,,
14048,"$100,000 under $200,000",,,,,
14048,"$200,000 or more",,,,,
,,,,,,
14051,,,,,,
14051,"$1 under $25,000",,,,,
14051,"$25,000 under $50,000",,,,,
14051,"$50,000 under $75,000",,,,,
14051,"$75,000 under $100,000",,,,,
14051,"$100,000 under $200,000",,,,,
14051,"$200,000 or more",,,,,
,,,,,,
14052,,,,,,
14052,"$1 under $25,000",,,,,
14052,"$25,000 under $50,000",,,,,
14052,"$50,000 under $75,000",,,,,
14052,"$75,000 under $100,000",,,,,
14052,"$100,000 under $200,000",,,,,
14052,"$200,000 or more",,,,,
,,,,,,
14054,,,,,,
14054,"$1 under $25,000",,,,,
14054,"$25,000 under $50,000",,,,,
14054,"$50,000 under $75,000",,,,,
14054,"$75,000 under $100,000",,,,,
14054,"$100,000 under $200,000",,,,,
14054,"$200,000 or more",,,,,
,,,,,,
14055,,,,,,
14055,"$1 under $25,000",,,,,
14055,"$25,000 under $50,000",,,,,
14055,"$50,000 under $75,000",,,,,
14055,"$75,000 under $100,000",,,,,
14055,"$100,000 under $200,000",,,,,
14055,"$200,000 or more",,,,,
,,,,,,
14057,,,,,,
14057,"$1 under $25,000",,,,,
14057,"$25,000 under $50,000",,,,,
14057,"$50,000 under $75,000",,,,,
14057,"$75,000 under $100,000",,,,,
14057,"$100,000 under $200,000",,,,,
14057,"$200,000 or more",,,,,
,,,,,,
14058,,,,,,
14058,"$1 under $25,000",,,,,
14058,"$25,000 under $50,000",,,,,
14058,"$50,000 under $75,000",,,,,
14058,"$75,000 under $100,000",,,,,
14058,"$100,000 under $200,000",,,,,
14058,"$200,000 or more",,,,,
,,,,,,
14059,,,,,,
14059,"$1 under $25,000",,,,,
14059,"$25,000 under $50,000",,,,,
14059,"$50,000 under $75,000",,,,,
14059,"$75,000 under $100,000",,,,,
14059,"$100,000 under $200,000",,,,,
14059,"$200,000 or more",,,,,
,,,,,,
14060,,,,,,
14060,"$1 under $25,000",,,,,
14060,"$25,000 under $50,000",,,,,
14060,"$50,000 under $75,000",,,,,
14060,"$75,000 under $100,000",,,,,
14060,"$100,000 under $200,000",,,,,
14060,"$200,000 or more",,,,,
,,,,,,
14062,,,,,,
14062,"$1 under $25,000",,,,,
14062,"$25,000 under $50,000",,,,,
14062,"$50,000 under $75,000",,,,,
14062,"$75,000 under $100,000",,,,,
14062,"$100,000 under $200,000",,,,,
14062,"$200,000 or more",,,,,
,,,,,,
14063,,,,,,
14063,"$1 under $25,000",,,,,
14063,"$25,000 under $50,000",,,,,
14063,"$50,000 under $75,000",,,,,
14063,"$75,000 under $100,000",,,,,
14063,"$100,000 under $200,000",,,,,
14063,"$200,000 or more",,,,,
,,,,,,
14065,,,,,,
14065,"$1 under $25,000",,,,,
14065,"$25,000 under $50,000",,,,,
14065,"$50,000 under $75,000",,,,,
14065,"$75,000 under $100,000",,,,,
14065,"$100,000 under $200,000",,,,,
14065,"$200,000 or more",,,,,
,,,,,,
14066,,,,,,
14066,"$1 under $25,000",,,,,
14066,"$25,000 under $50,000",,,,,
14066,"$50,000 under $75,000",,,,,
14066,"$75,000 under $100,000",,,,,
14066,"$100,000 under $200,000",,,,,
14066,"$200,000 or more",,,,,
,,,,,,
14067,,,,,,
14067,"$1 under $25,000",,,,,
14067,"$25,000 under $50,000",,,,,
14067,"$50,000 under $75,000",,,,,
14067,"$75,000 under $100,000",,,,,
14067,"$100,000 under $200,000",,,,,
14067,"$200,000 or more",,,,,
,,,,,,
14068,,,,,,
14068,"$1 under $25,000",,,,,
14068,"$25,000 under $50,000",,,,,
14068,"$50,000 under $75,000",,,,,
14068,"$75,000 under $100,000",,,,,
14068,"$100,000 under $200,000",,,,,
14068,"$200,000 or more",,,,,
,,,,,,
14069,,,,,,
14069,"$1 under $25,000",,,,,
14069,"$25,000 under $50,000",,,,,
14069,"$50,000 under $75,000",,,,,
14069,"$75,000 under $100,000",,,,,
14069,"$100,000 under $200,000",,,,,
14069,"$200,000 or more",,,,,
,,,,,,
14070,,,,,,
14070,"$1 under $25,000",,,,,
14070,"$25,000 under $50,000",,,,,
14070,"$50,000 under $75,000",,,,,
14070,"$75,000 under $100,000",,,,,
14070,"$100,000 under $200,000",,,,,
14070,"$200,000 or more",,,,,
,,,,,,
14072,,,,,,
14072,"$1 under $25,000",,,,,
14072,"$25,000 under $50,000",,,,,
14072,"$50,000 under $75,000",,,,,
14072,"$75,000 under $100,000",,,,,
14072,"$100,000 under $200,000",,,,,
14072,"$200,000 or more",,,,,
,,,,,,
14075,,,,,,
14075,"$1 under $25,000",,,,,
14075,"$25,000 under $50,000",,,,,
14075,"$50,000 under $75,000",,,,,
14075,"$75,000 under $100,000",,,,,
14075,"$100,000 under $200,000",,,,,
14075,"$200,000 or more",,,,,
,,,,,,
14080,,,,,,
14080,"$1 under $25,000",,,,,
14080,"$25,000 under $50,000",,,,,
14080,"$50,000 under $75,000",,,,,
14080,"$75,000 under $100,000",,,,,
14080,"$100,000 under $200,000",,,,,
14080,"$200,000 or more",,,,,
,,,,,,
14081,,,,,,
14081,"$1 under $25,000",,,,,
14081,"$25,000 under $50,000",,,,,
14081,"$50,000 under $75,000",,,,,
14081,"$75,000 under $100,000",,,,,
14081,"$100,000 under $200,000",,,,,
14081,"$200,000 or more",,,,,
,,,,,,
14082,,,,,,
14082,"$1 under $25,000",,,,,
14082,"$25,000 under $50,000",,,,,
14082,"$50,000 under $75,000",,,,,
14082,"$75,000 under $100,000",,,,,
14082,"$100,000 under $200,000",,,,,
14082,"$200,000 or more",,,,,
,,,,,,
14085,,,,,,
14085,"$1 under $25,000",,,,,
14085,"$25,000 under $50,000",,,,,
14085,"$50,000 under $75,000",,,,,
14085,"$75,000 under $100,000",,,,,
14085,"$100,000 under $200,000",,,,,
14085,"$200,000 or more",,,,,
,,,,,,
14086,,,,,,
14086,"$1 under $25,000",,,,,
14086,"$25,000 under $50,000",,,,,
14086,"$50,000 under $75,000",,,,,
14086,"$75,000 under $100,000",,,,,
14086,"$100,000 under $200,000",,,,,
14086,"$200,000 or more",,,,,
,,,,,,
14091,,,,,,
14091,"$1 under $25,000",,,,,
14091,"$25,000 under $50,000",,,,,
14091,"$50,000 under $75,000",,,,,
14091,"$75,000 under $100,000",,,,,
14091,"$100,000 under $200,000",,,,,
14091,"$200,000 or more",,,,,
,,,,,,
14092,,,,,,
14092,"$1 under $25,000",,,,,
14092,"$25,000 under $50,000",,,,,
14092,"$50,000 under $75,000",,,,,
14092,"$75,000 under $100,000",,,,,
14092,"$100,000 under $200,000",,,,,
14092,"$200,000 or more",,,,,
,,,,,,
14094,,,,,,
14094,"$1 under $25,000",,,,,
14094,"$25,000 under $50,000",,,,,
14094,"$50,000 under $75,000",,,,,
14094,"$75,000 under $100,000",,,,,
14094,"$100,000 under $200,000",,,,,
14094,"$200,000 or more",,,,,
,,,,,,
14098,,,,,,
14098,"$1 under $25,000",,,,,
14098,"$25,000 under $50,000",,,,,
14098,"$50,000 under $75,000",,,,,
14098,"$75,000 under $100,000",,,,,
14098,"$100,000 under $200,000",,,,,
14098,"$200,000 or more",,,,,
,,,,,,
14101,,,,,,
14101,"$1 under $25,000",,,,,
14101,"$25,000 under $50,000",,,,,
14101,"$50,000 under $75,000",,,,,
14101,"$75,000 under $100,000",,,,,
14101,"$100,000 under $200,000",,,,,
14101,"$200,000 or more",,,,,
,,,,,,
14102,,,,,,
14102,"$1 under $25,000",,,,,
14102,"$25,000 under $50,000",,,,,
14102,"$50,000 under $75,000",,,,,
14102,"$75,000 under $100,000",,,,,
14102,"$100,000 under $200,000",,,,,
14102,"$200,000 or more",,,,,
,,,,,,
14103,,,,,,
14103,"$1 under $25,000",,,,,
14103,"$25,000 under $50,000",,,,,
14103,"$50,000 under $75,000",,,,,
14103,"$75,000 under $100,000",,,,,
14103,"$100,000 under $200,000",,,,,
14103,"$200,000 or more",,,,,
,,,,,,
14105,,,,,,
14105,"$1 under $25,000",,,,,
14105,"$25,000 under $50,000",,,,,
14105,"$50,000 under $75,000",,,,,
14105,"$75,000 under $100,000",,,,,
14105,"$100,000 under $200,000",,,,,
14105,"$200,000 or more",,,,,
,,,,,,
14108,,,,,,
14108,"$1 under $25,000",,,,,
14108,"$25,000 under $50,000",,,,,
14108,"$50,000 under $75,000",,,,,
14108,"$75,000 under $100,000",,,,,
14108,"$100,000 under $200,000",,,,,
14108,"$200,000 or more",,,,,
,,,,,,
14111,,,,,,
14111,"$1 under $25,000",,,,,
14111,"$25,000 under $50,000",,,,,
14111,"$50,000 under $75,000",,,,,
14111,"$75,000 under $100,000",,,,,
14111,"$100,000 under $200,000",,,,,
14111,"$200,000 or more",,,,,
,,,,,,
14113,,,,,,
14113,"$1 under $25,000",,,,,
14113,"$25,000 under $50,000",,,,,
14113,"$50,000 under $75,000",,,,,
14113,"$75,000 under $100,000",,,,,
14113,"$100,000 under $200,000",,,,,
14113,"$200,000 or more",,,,,
,,,,,,
14120,,,,,,
14120,"$1 under $25,000",,,,,
14120,"$25,000 under $50,000",,,,,
14120,"$50,000 under $75,000",,,,,
14120,"$75,000 under $100,000",,,,,
14120,"$100,000 under $200,000",,,,,
14120,"$200,000 or more",,,,,
,,,,,,
14125,,,,,,
14125,"$1 under $25,000",,,,,
14125,"$25,000 under $50,000",,,,,
14125,"$50,000 under $75,000",,,,,
14125,"$75,000 under $100,000",,,,,
14125,"$100,000 under $200,000",,,,,
14125,"$200,000 or more",,,,,
,,,,,,
14127,,,,,,
14127,"$1 under $25,000",,,,,
14127,"$25,000 under $50,000",,,,,
14127,"$50,000 under $75,000",,,,,
14127,"$75,000 under $100,000",,,,,
14127,"$100,000 under $200,000",,,,,
14127,"$200,000 or more",,,,,
,,,,,,
14129,,,,,,
14129,"$1 under $25,000",,,,,
14129,"$25,000 under $50,000",,,,,
14129,"$50,000 under $75,000",,,,,
14129,"$75,000 under $100,000",,,,,
14129,"$100,000 under $200,000",,,,,
14129,"$200,000 or more",,,,,
,,,,,,
14131,,,,,,
14131,"$1 under $25,000",,,,,
14131,"$25,000 under $50,000",,,,,
14131,"$50,000 under $75,000",,,,,
14131,"$75,000 under $100,000",,,,,
14131,"$100,000 under $200,000",,,,,
14131,"$200,000 or more",,,,,
,,,,,,
14132,,,,,,
14132,"$1 under $25,000",,,,,
14132,"$25,000 under $50,000",,,,,
14132,"$50,000 under $75,000",,,,,
14132,"$75,000 under $100,000",,,,,
14132,"$100,000 under $200,000",,,,,
14132,"$200,000 or more",,,,,
,,,,,,
14134,,,,,,
14134,"$1 under $25,000",,,,,
14134,"$25,000 under $50,000",,,,,
14134,"$50,000 under $75,000",,,,,
14134,"$75,000 under $100,000",,,,,
14134,"$100,000 under $200,000",,,,,
14134,"$200,000 or more",,,,,
,,,,,,
14136,,,,,,
14136,"$1 under $25,000",,,,,
14136,"$25,000 under $50,000",,,,,
14136,"$50,000 under $75,000",,,,,
14136,"$75,000 under $100,000",,,,,
14136,"$100,000 under $200,000",,,,,
14136,"$200,000 or more",,,,,
,,,,,,
14138,,,,,,
14138,"$1 under $25,000",,,,,
14138,"$25,000 under $50,000",,,,,
14138,"$50,000 under $75,000",,,,,
14138,"$75,000 under $100,000",,,,,
14138,"$100,000 under $200,000",,,,,
14138,"$200,000 or more",,,,,
,,,,,,
14139,,,,,,
14139,"$1 under $25,000",,,,,
14139,"$25,000 under $50,000",,,,,
14139,"$50,000 under $75,000",,,,,
14139,"$75,000 under $100,000",,,,,
14139,"$100,000 under $200,000",,,,,
14139,"$200,000 or more",,,,,
,,,,,,
14141,,,,,,
14141,"$1 under $25,000",,,,,
14141,"$25,000 under $50,000",,,,,
14141,"$50,000 under $75,000",,,,,
14141,"$75,000 under $100,000",,,,,
14141,"$100,000 under $200,000",,,,,
14141,"$200,000 or more",,,,,
,,,,,,
14143,,,,,,
14143,"$1 under $25,000",,,,,
14143,"$25,000 under $50,000",,,,,
14143,"$50,000 under $75,000",,,,,
14143,"$75,000 under $100,000",,,,,
14143,"$100,000 under $200,000",,,,,
14143,"$200,000 or more",,,,,
,,,,,,
14145,,,,,,
14145,"$1 under $25,000",,,,,
14145,"$25,000 under $50,000",,,,,
14145,"$50,000 under $75,000",,,,,
14145,"$75,000 under $100,000",,,,,
14145,"$100,000 under $200,000",,,,,
14145,"$200,000 or more",,,,,
,,,,,,
14150,,,,,,
14150,"$1 under $25,000",,,,,
14150,"$25,000 under $50,000",,,,,
14150,"$50,000 under $75,000",,,,,
14150,"$75,000 under $100,000",,,,,
14150,"$100,000 under $200,000",,,,,
14150,"$200,000 or more",,,,,
,,,,,,
14167,,,,,,
14167,"$1 under $25,000",,,,,
14167,"$25,000 under $50,000",,,,,
14167,"$50,000 under $75,000",,,,,
14167,"$75,000 under $100,000",,,,,
14167,"$100,000 under $200,000",,,,,
14167,"$200,000 or more",,,,,
,,,,,,
14170,,,,,,
14170,"$1 under $25,000",,,,,
14170,"$25,000 under $50,000",,,,,
14170,"$50,000 under $75,000",,,,,
14170,"$75,000 under $100,000",,,,,
14170,"$100,000 under $200,000",,,,,
14170,"$200,000 or more",,,,,
,,,,,,
14171,,,,,,
14171,"$1 under $25,000",,,,,
14171,"$25,000 under $50,000",,,,,
14171,"$50,000 under $75,000",,,,,
14171,"$75,000 under $100,000",,,,,
14171,"$100,000 under $200,000",,,,,
14171,"$200,000 or more",,,,,
,,,,,,
14172,,,,,,
14172,"$1 under $25,000",,,,,
14172,"$25,000 under $50,000",,,,,
14172,"$50,000 under $75,000",,,,,
14172,"$75,000 under $100,000",,,,,
14172,"$100,000 under $200,000",,,,,
14172,"$200,000 or more",,,,,
,,,,,,
14174,,,,,,
14174,"$1 under $25,000",,,,,
14174,"$25,000 under $50,000",,,,,
14174,"$50,000 under $75,000",,,,,
14174,"$75,000 under $100,000",,,,,
14174,"$100,000 under $200,000",,,,,
14174,"$200,000 or more",,,,,
,,,,,,
14201,,,,,,
14201,"$1 under $25,000",,,,,
14201,"$25,000 under $50,000",,,,,
14201,"$50,000 under $75,000",,,,,
14201,"$75,000 under $100,000",,,,,
14201,"$100,000 under $200,000",,,,,
14201,"$200,000 or more",,,,,
,,,,,,
14202,,,,,,
14202,"$1 under $25,000",,,,,
14202,"$25,000 under $50,000",,,,,
14202,"$50,000 under $75,000",,,,,
14202,"$75,000 under $100,000",,,,,
14202,"$100,000 under $200,000",,,,,
14202,"$200,000 or more",,,,,
,,,,,,
14203,,,,,,
14203,"$1 under $25,000",,,,,
14203,"$25,000 under $50,000",,,,,
14203,"$50,000 under $75,000",,,,,
14203,"$75,000 under $100,000",,,,,
14203,"$100,000 under $200,000",,,,,
14203,"$200,000 or more",,,,,
,,,,,,
14204,,,,,,
14204,"$1 under $25,000",,,,,
14204,"$25,000 under $50,000",,,,,
14204,"$50,000 under $75,000",,,,,
14204,"$75,000 under $100,000",,,,,
14204,"$100,000 under $200,000",,,,,
14204,"$200,000 or more",,,,,
,,,,,,
14206,,,,,,
14206,"$1 under $25,000",,,,,
14206,"$25,000 under $50,000",,,,,
