"","CD","CT2010","CB2010","SchoolDist","ZipCode","Address","BldgClass","UnitsRes","YearBuilt","NumFloors"
"16845",307,141,1002,15,11215,"231 16 STREET","R1",8,2008,4
"16846",307,141,1002,15,11215,"226 15 STREET","R4",22,2008,4
"16920",307,149,5000,15,11215,"315 16 STREET","R4",20,2008,6
"16967",307,117,3003,15,11215,"84 16 STREET","R1",4,1931,4
"17037",307,141,2000,15,11215,"162 16 STREET","R4",45,2005,10
"17087",307,141,2001,15,11215,"295 PROSPECT AVENUE","D1",9,1998,8
"17088",307,141,2001,15,11215,"293 PROSPECT AVENUE","D1",10,1998,8
"17089",307,141,2001,15,11215,"287 PROSPECT AVENUE","D1",33,1998,8
"17100",307,141,2001,15,11215,"279 PROSPECT AVENUE","R4",20,2003,5
"17101",307,141,2001,15,11215,"594 6 AVENUE","R1",3,2004,4
"17102",307,141,2001,15,11215,"198 16 STREET","R2",32,1926,5
"17103",307,141,2001,15,11215,"226 16 STREET","R1",6,2008,4.5
"17104",307,141,2001,15,11215,"228 16 STREET","R1",6,2008,4.5
"17105",307,141,2001,15,11215,"230 16 STREET","R1",6,2008,4.5
"17106",307,141,2001,15,11215,"224 16 STREET","R1",6,2008,4
"17200",307,149,5002,15,11215,"20 JACKSON PLACE","R3",5,2009,3
"17264",306,161,3004,13,11217,"19 7 AVENUE","RM",8,1882,3.5
"17305",306,159,5000,13,11217,"180 STERLING PLACE","R2",16,1915,4
"17306",306,159,5000,13,11217,"168 STERLING PLACE","R1",8,1920,4
"17307",306,159,5000,13,11217,"172 STERLING PLACE","R1",8,0,4
"17308",306,159,5000,13,11217,"150 STERLING PLACE","R6",2,1960,3
"17309",306,159,5000,13,11217,"219 ST JOHNS PLACE","R6",3,0,3
"17356",306,159,5001,13,11217,"235 LINCOLN PLACE","D4",47,1937,6
"17357",306,159,5001,13,11217,"225 LINCOLN PLACE","D4",56,1920,6
"17359",306,159,5001,13,11217,"209 LINCOLN PLACE","D4",59,1928,10
"17365",306,159,1006,13,11217,"3 PLAZA ST WEST","D4",57,1928,16
"17367",306,159,1006,13,11217,"25 8 AVENUE","RM",6,1931,5
"17435",306,159,2000,13,11217,"44 8 AVENUE","R1",4,1900,2
"17445",306,159,1007,13,11217,"25 PLAZA ST WEST","D4",63,1941,6
"17461",306,159,2001,13,11217,"206 BERKELEY PLACE","D1",24,1920,6
"17465",306,159,2001,13,11217,"220 BERKELEY PLACE","D4",64,1956,6
"17502",306,159,2001,13,11217,"70 8 AVENUE","R1",6,1920,4
"17503",306,159,2001,13,11217,"204 BERKELEY PLACE","R6",2,0,3
"17504",306,159,2001,13,11217,"87 7 AVENUE","RM",3,1925,4
"17520",306,159,1008,13,11217,"39 PLAZA ST WEST","D4",40,1927,14
"17521",306,159,1008,13,11217,"45 PLAZA ST WEST","D4",42,1941,6
"17522",306,159,1008,13,11217,"47 PLAZA ST WEST","D4",43,1928,16
"17523",306,159,1008,13,11215,"925 UNION STREET","D4",52,1920,6
"17524",306,159,1008,13,11215,"937 UNION STREET","R4",22,2003,16
"17549",306,157,1000,15,11215,"862 UNION STREET","D1",49,1920,6
"17550",306,157,1000,15,11215,"78 8 AVENUE","D4",58,1923,6
"17551",306,157,1000,15,11215,"90 8 AVENUE","D4",57,1928,11
"17596",306,165,1000,15,11215,"916 UNION STREET","D4",24,1920,7
"17597",306,165,1000,15,11215,"920 UNION STREET","D4",17,1920,4
"17623",306,165,1000,15,11215,"933 PRESIDENT STREET","R6",2,0,3
"17624",306,165,1000,15,11215,"882 UNION STREET","R2",16,1935,4
"17625",306,165,1000,15,11215,"910 UNION STREET","RM",15,1931,7
"17631",306,157,2000,15,11215,"820 PRESIDENT STREET","D7",15,1920,6
"17659",306,157,2000,15,11215,"100 8 AVENUE","D6",34,1920,6
"17662",306,157,2000,15,11215,"118 8 AVENUE","D4",55,1936,11
"17687",306,157,2000,15,11215,"838 PRESIDENT STREET","R6",3,1877,3
"17688",306,157,2000,15,11215,"781 CARROLL STREET","R6",2,1905,3
"17689",306,157,2000,15,11215,"777 CARROLL STREET","R1",5,1920,3
"17718",306,165,1001,15,11215,"9 PROSPECT PARK WEST","D4",41,1929,17
"17747",306,165,1001,15,11215,"932 PRESIDENT STREET","R1",5,1920,4
"17821",306,157,3000,15,11215,"140 8 AVENUE","D4",94,1936,6
"17826",306,157,3000,15,11215,"814 CARROLL STREET","D4",72,1950,8
"17863",306,165,2000,15,11215,"27 PROSPECT PARK WEST","D4",32,1928,16
"17884",306,165,2000,15,11215,"125 8 AVENUE","R1",7,1920,4
"17885",306,165,2000,15,11215,"25 MONTGOMERY PLACE","R1",4,1900,4
"17886",306,165,2000,15,11215,"1 MONTGOMERY PLACE","R1",10,2006,3
"17887",306,165,2000,15,11215,"862 CARROLL STREET","R1",4,1800,4
"17916",306,165,2001,15,11215,"35 PROSPECT PARK WEST","D4",74,1929,18
"17937",306,165,2001,15,11215,"42 MONTGOMERY PLACE","R6",2,1931,4
"17938",306,165,2001,15,11215,"14 MONTGOMERY PLACE","R6",2,1934,4
"18012",306,157,4001,15,11215,"246 GARFIELD PLACE","R6",2,1920,3
"18036",306,165,2002,15,11215,"40 PROSPECT PARK WEST","D4",62,1942,6
"18037",306,165,2002,15,11215,"44 PROSPECT PARK WEST","D4",55,1940,6
"18061",306,155,1001,15,11215,"187 7 AVENUE","D1",8,1920,5
"18128",306,155,1001,15,11215,"502 1 STREET","R1",4,0,3
"18190",306,155,2001,15,11215,"530 2 STREET","D1",47,1920,6
"18242",306,165,3001,15,11215,"575 3 STREET","D1",36,1920,6
"18275",306,165,3001,15,11215,"70 PROSPECT PARK WEST","D1",30,1920,6
"18300",306,165,3001,15,11215,"582 2 STREET","R1",5,1981,4
"18332",306,155,3001,15,11215,"300 8 AVENUE","D4",95,1920,7
"18380",306,165,3002,15,11215,"75 PROSPECT PARK WEST","D4",24,1920,7
"18381",306,165,3002,15,11215,"78 PROSPECT PARK WEST","D1",41,1920,7
"18404",306,165,3002,15,11215,"630 3 STREET","R6",2,1910,4
"18405",306,165,3002,15,11215,"606 3 STREET","R6",2,2006,4
"18406",306,165,3002,15,11215,"616A 3 STREET","R6",2,1901,4
"18407",306,165,3002,15,11215,"632 3 STREET","R6",2,1901,4
"18425",306,155,4001,15,11215,"515 5 STREET","R1",8,0,4
"18426",306,155,4001,15,11215,"420 8 AVENUE","RM",32,1920,4
"18428",306,165,4000,15,11215,"411 8 AVENUE","D4",31,1922,7
"18481",306,165,4000,15,11215,"561 5 STREET","R1",4,1920,3.5
"18482",306,165,4000,15,11215,"565 5 STREET","R1",4,1920,3.5
"18547",306,165,4001,15,11215,"581A 6 STREET","R6",2,1931,1
"18548",306,165,4001,15,11215,"503 8 AVENUE","R1",4,1920,4
"18549",306,165,4001,15,11215,"586 5 STREET","R6",2,1920,3
"18550",306,165,4001,15,11215,"575 6 STREET","R6",2,2010,4
"18551",306,165,4001,15,11215,"107 PROSPECT PARK WEST","R1",5,1921,4
"18552",306,165,4001,15,11215,"593 6 STREET","R1",4,1920,3
"18610",306,167,1000,15,11215,"108 PROSPECT PARK WEST","RM",4,1930,4
"18611",306,167,1000,15,11215,"115 PROSPECT PARK WEST","RM",2,1920,3
"18612",306,167,1000,15,11215,"610 6 STREET","R1",6,1920,3
"18687",306,153,2000,15,11215,"482 7 STREET","R6",3,1901,3
"18711",306,167,1001,15,11215,"123 PROSPECT PARK WEST","D4",38,1920,6
"18731",306,167,1001,15,11215,"570 7 STREET","R2",15,1900,4
"18732",306,167,1001,15,11215,"567 8 STREET","R1",8,1920,4
"18799",306,153,2001,15,11215,"489 9 STREET","R1",4,1893,4
"18832",306,167,2000,15,11215,"133 PROSPECT PARK WEST","D4",43,1904,7
"18833",306,167,2000,15,11215,"136 PROSPECT PARK WEST","D1",18,1931,6
"18860",306,167,2000,15,11215,"484 8 STREET","RM",6,1920,4
"18930",306,151,1000,15,11215,"514 9 STREET","RM",3,1900,4
"18931",306,151,1000,15,11215,"916 8 AVENUE","R1",5,1900,4
"18932",306,151,1000,15,11215,"587 10 STREET","R6",3,1901,3
"18963",306,167,2001,15,11215,"150 PROSPECT PARK WEST","D1",30,1921,6
"18995",306,167,2001,15,11215,"145 PROSPECT PARK WEST","R2",27,2002,5
"18996",306,167,2001,15,11215,"142 PROSPECT PARK WEST","RM",4,2002,5
"19063",306,151,1001,15,11215,"628 10 STREET","R1",10,2009,5
"19064",306,151,1001,15,11215,"561 11 STREET","R1",4,2011,4
"19137",306,167,3000,15,11215,"1015 8 AVENUE","R1",4,2011,4
"19176",306,151,2000,15,11215,"445 12 STREET","D4",36,1960,5
"19187",306,151,2000,15,11215,"369 7 AVENUE","RM",1,1932,4
"19188",306,151,2000,15,11215,"453 12 STREET","R1",8,2004,4
"19189",306,151,2000,15,11215,"455 12 STREET","R1",6,1920,4
"19238",306,167,3001,15,11215,"632 11 STREET","R2",18,1931,4
"19239",306,167,3001,15,11215,"163 PROSPECT PARK WEST","RM",26,1999,4
"19240",306,167,3001,15,11215,"481 12 STREET","R1",10,2000,4
"19241",306,167,3001,15,11215,"497 12 STREET","R1",8,1920,4
"19265",306,151,2001,15,11215,"435 13 STREET","R1",6,1910,3
"19266",306,151,2001,15,11215,"437 13 STREET","R1",6,1931,3
"19267",306,151,2001,15,11215,"450 12 STREET","R3",3,1989,3
"19268",306,151,2001,15,11215,"452 12 STREET","R3",3,1989,3
"19269",306,151,2001,15,11215,"454 12 STREET","R3",3,1989,3
"19270",306,151,2001,15,11215,"454A 12 STREET","R3",3,1989,3
"19271",306,151,2001,15,11215,"448 12 AVENUE","R3",3,1989,3
"19272",306,151,2001,15,11215,"456 12 STREET","R6",3,1989,3
"19273",306,151,2001,15,11215,"438 12 STREET","R4",34,1920,8
"19274",306,151,2001,15,11215,"444 12 STREET","R4",37,1920,7
"19336",306,149,1001,15,11215,"419 7 AVENUE","D5",9,1920,5
"19392",306,149,1001,15,11215,"425 14 STREET","R2",29,1910,4
"19455",306,149,2001,15,11215,"429 7 AVENUE","RM",7,1989,4
"19456",306,149,2001,15,11215,"433 7 AVENUE","RM",7,1931,4
"19457",306,149,2001,15,11215,"427 7 AVENUE","RM",7,1931,4
"19458",306,149,2001,15,11215,"437 7 AVENUE","RM",8,1989,4
"19459",306,149,2001,15,11215,"392 14 STREET","R4",22,2001,5
"19460",306,149,2001,15,11215,"390 14 STREET","R1",6,2009,4
"19510",306,167,4002,15,11215,"1405 8 AVENUE","RM",13,1991,4
"19524",307,149,2002,15,11215,"406 15 STREET","D7",27,2009,5
"19551",307,149,2002,15,11215,"443 7 AVENUE","RM",7,1915,4
"19552",307,149,2002,15,11215,"394 15 STREET","R1",10,1900,3
"19553",307,149,2002,15,11215,"441 7 AVENUE","RM",11,1910,4
"19554",307,149,2002,15,11215,"372 15 STREET","R2",30,2004,5
"19555",307,149,2002,15,11215,"361 16 STREET","R2",14,2006,4
"19556",307,149,2002,15,11215,"349 16 STREET","R3",5,1925,3
"19557",307,149,2002,15,11215,"363 16 STREET","R1",7,2007,4
"19558",307,149,2002,15,11215,"400 15 STREET","R4",18,2012,5
"19608",307,169,2000,15,11215,"466 15 STREET","R2",16,1905,4
"19612",307,169,1000,15,11215,"1 PROSPECT PARK SW","D7",82,1921,6
"19674",307,171,1000,15,11215,"57 PROSPECT PARK SW","D1",54,1921,6
"19675",307,171,1000,15,11215,"70 PROSPECT PARK SW","D1",48,1935,6
"19676",307,171,1000,15,11215,"75 PROSPECT PARK SW","D4",52,1936,6
"19705",307,171,1000,15,11215,"543 16 STREET","R3",6,2006,3
"19783",307,169,2001,15,11215,"1601 8 AVENUE","D3",201,1980,7
"20046",307,149,3001,15,11215,"1630 8 AVENUE","R1",5,1900,3
"20047",307,149,3001,15,11215,"1638 8 AVENUE","R4",27,2007,6
"20048",307,149,3001,15,11215,"379 PROSPECT AVENUE","R3",7,2013,3
"20348",306,129.02,1001,13,11217,"461 DEAN STREET","D8",363,0,0
"20442",308,203,1000,13,11238,"579 WASHINGTON AVENUE","R4",16,1930,4
"20443",308,203,1000,13,11238,"925 PACIFIC STREET","RM",15,2005,5
"20444",308,203,1000,13,11238,"935 PACIFIC STREET","RM",10,2008,5
"20445",308,203,1000,13,11238,"957 PACIFIC STREET","RM",18,2006,5
"20446",308,203,1000,13,11238,"951 PACIFIC STREET","R6",3,2013,4
"20512",308,161,1001,13,11217,"670 PACIFIC STREET","D1",86,2014,8
"20538",308,161,1001,13,11217,"700 PACIFIC STREET","RM",168,2002,9
"20539",308,161,1001,13,11238,"565 DEAN STREET","R3",3,2007,3
"20540",308,161,1001,13,11217,"543 DEAN STREET","R1",4,0,3
"20541",308,161,1001,13,11217,"499 DEAN STREET","R1",8,1930,4
"20542",308,163,1001,13,11238,"551 CARLTON AVENUE","D7",298,0,0
"20543",308,163,1001,13,11238,"549 CARLTON AVENUE","D7",36,0,0
"20544",308,163,1001,13,11238,"547 CARLTON AVENUE","D7",36,0,0
"20545",308,163,1001,13,11238,"545 CARLTON AVENUE","D7",27,0,0
"20546",308,163,1001,13,11238,"543 CARLTON AVENUE","D7",107,0,0
"20547",308,163,1001,13,11238,"750 PACIFIC STREET","D7",21,0,0
"20550",308,163,1001,13,11238,"802 PACIFIC STREET","D7",55,0,0
"20551",308,163,1001,13,11238,"810 PACIFIC STREET","D7",17,0,0
"20552",308,163,1001,13,11238,"812 PACIFIC STREET","D7",14,0,0
"20553",308,163,1001,13,11238,"814 PACIFIC STREET","D7",14,0,0
"20554",308,163,1001,13,11238,"818 PACIFIC STREET","D7",31,0,0
"20555",308,163,1001,13,11238,"540 VANDERBILT AVENUE","D7",17,0,0
"20556",308,163,1001,13,11238,"542 VANDERBILT AVENUE","D7",19,0,0
"20557",308,163,1001,13,11238,"546 VANDERBILT AVENUE","D7",111,0,0
"20560",308,163,1001,13,11238,"585 DEAN STREET","D7",36,0,0
"20590",308,203,2001,13,11238,"735 DEAN STREET","R1",7,0,4
"20591",308,203,2001,13,11238,"727 DEAN STREET","R1",7,2010,4
"20592",308,203,2001,13,11238,"870 PACIFIC STREET","R1",8,2008,4
"20593",308,203,2001,13,11238,"731 DEAN STREET","R6",3,2012,4
"20601",308,203,1002,13,11238,"35 UNDERHILL AVENUE","RM",39,2005,6
"20602",308,203,1002,13,11238,"618 WASHINGTON AVENUE","RM",10,2012,7
"20648",308,203,1003,13,11238,"587 WASHINGTON AVENUE","R1",4,2008,1
"20649",308,203,1003,13,11238,"916 PACIFIC STREET","R1",4,2007,4
"20650",308,203,1003,13,11238,"904 PACIFIC STREET","RM",21,2008,7
"20651",308,203,1003,13,11238,"591 WASHINGTON AVENUE","R1",5,2015,5
"20853",308,163,1002,13,11238,"618 DEAN STREET","R2",21,1930,4
"20854",308,163,1002,13,11238,"660 DEAN STREET","R1",5,1931,5
"20924",308,203,2002,13,11238,"659 BERGEN STREET","R4",14,2008,5
"20950",308,203,1005,13,11238,"737 BERGEN STREET","R1",8,0,5
"20951",308,203,1005,13,11238,"735 BERGEN STREET","R1",8,0,5
"20987",308,203,1004,13,11238,"765 BERGEN STREET","R3",9,2006,3
"20988",308,203,1004,13,11238,"828 DEAN STREET","R6",3,2013,3
"20989",308,203,1004,13,11238,"802 DEAN STREET","R4",9,2010,5
"20990",308,203,1004,13,11238,"830 DEAN STREET","R3",3,2013,4
"21023",308,305,1004,17,11238,"805 BERGEN STREET","D1",31,2009,4
"21041",308,305,1008,17,11238,"1036 DEAN STREET","D7",106,0,0
"21211",308,163,2000,13,11238,"177 ST MARKS AVENUE","R1",5,1930,4
"21212",308,163,2000,13,11238,"622 BERGEN STREET","R6",2,1910,3
"21233",308,205,1002,13,11238,"617 VANDERBILT AVENUE","RM",4,1931,4
"21234",308,205,1002,13,11238,"662 BERGEN STREET","R2",24,2007,4
"21235",308,205,1002,13,11238,"648 BERGEN STREET","R3",9,2013,3
"21294",308,205,1000,13,11238,"647 WASHINGTON AVENUE","R2",16,2007,7
"21295",308,205,1000,13,11238,"655 WASHINGTON AVENUE","R1",10,2005,6
"21296",308,205,1000,13,11238,"651 WASHINGTON AVENUE","R1",9,2008,6
"21297",308,205,1000,13,11238,"355 ST MARKS AVENUE","R1",4,1931,5
"21310",308,305,2002,17,11238,"802 BERGEN STREET","D1",32,2001,8
"21311",308,305,2002,17,11238,"804 BERGEN STREET","D1",9,2006,4
"21320",308,305,2002,17,11238,"824 BERGEN STREET","D1",67,2008,5
"21364",308,305,2000,17,11238,"519 ST MARKS AVENUE","D1",38,2011,8
"21366",308,305,2001,17,11238,"505 ST MARKS AVENUE","D1",147,2014,8
"21378",308,305,2001,17,11238,"892 BERGEN STREET","R4",38,2009,6
"21434",308,161,2001,13,11217,"275 FLATBUSH AVENUE","RM",3,1931,4
"21435",308,161,2001,13,11217,"98 ST MARKS AVENUE","R1",4,1931,4
"21436",308,161,2001,13,11217,"96 ST MARKS AVENUE","R1",4,1931,4
"21525",308,163,2001,13,11238,"171 PROSPECT PLACE","R1",4,1910,4
"21526",308,163,2001,13,11238,"162 ST MARKS AVENUE","R6",3,1910,3
"21527",308,163,2001,13,11238,"190 ST MARKS AVENUE","R1",4,2007,4
"21528",308,163,2001,13,11238,"200 ST MARKS AVENUE","R1",3,1931,4
"21583",308,205,2002,13,11238,"269 PROSPECT PLACE","D1",29,1985,6
"21597",308,205,2002,13,11238,"299 PROSPECT PLACE","R1",8,1937,4
"21598",308,205,2002,13,11238,"233 PROSPECT PLACE","RM",6,1920,4
"21599",308,205,2002,13,11238,"263 PROSPECT PLACE","R1",4,1931,4
"21600",308,205,2002,13,11238,"238 ST MARKS AVENUE","RM",20,2008,8
"21601",308,205,2002,13,11238,"272 ST MARKS AVENUE","R1",8,2012,5
"21602",308,205,2002,13,11238,"268 ST MARKS AVENUE","R1",6,2013,5
"21647",308,205,2001,13,11238,"324 ST MARKS AVENUE","R4",8,2006,5
"21648",308,205,2001,13,11238,"357 PROSPECT PLACE","RM",7,2014,4
"21663",308,205,2000,13,11238,"364 ST MARKS AVENUE","R4",19,2005,6
"21664",308,205,2000,13,11238,"626 GRAND AVENUE","R1",5,1931,3
"21726",308,305,3002,17,11238,"425 PROSPECT PLACE","D4",58,1924,5
"21731",308,305,3002,17,11238,"481 PROSPECT PLACE","R1",8,2005,5
"21732",308,305,3002,17,11238,"442 ST MARKS AVENUE","R2",12,1931,4
"21733",308,305,3002,17,11238,"457 PROSPECT PLACE","R1",8,2007,4
"21734",308,305,3001,17,11238,"699 CLASSON AVENUE","D5",76,1930,6
"21735",308,305,3001,17,11238,"480 ST MARKS AVENUE","D5",71,1930,8
"21737",308,305,3001,17,11238,"500 ST MARKS AVENUE","D3",65,1930,6
"21741",308,305,3000,17,11238,"542 ST MARKS AVENUE","D8",36,2007,8
"21759",308,305,3001,17,11238,"565 PROSPECT PLACE","D5",889,1930,11
"21760",308,305,3001,17,11238,"545 PROSPECT PLACE","D5",159,1930,12
"21761",308,305,3001,17,11238,"464 ST MARKS AVENUE","D5",83,1930,5
"21789",308,161,3007,13,11217,"130 PROSPECT PLACE","RM",12,1930,5
"21807",308,163,3000,13,11238,"186 PROSPECT PLACE","D1",36,1931,6
"21828",308,163,3000,13,11238,"225 PARK PLACE","D4",60,1940,6
"21850",308,163,3000,13,11238,"203 PARK PLACE","R1",8,1930,4
"21851",308,163,3000,13,11238,"215 PARK PLACE","R1",4,1931,3
"21852",308,163,3000,13,11238,"181 PARK PLACE","R1",3,1931,4
"21938",308,205,3002,13,11238,"647 VANDERBILT AVENUE","RM",9,1920,4
"21984",308,205,3001,13,11238,"338 PROSPECT PLACE","R4",51,1931,5
"21985",308,205,3001,13,11238,"417 PARK PLACE","R6",3,2006,3
"22070",308,305,4002,17,11238,"493 PARK PLACE","R1",8,1930,4
"22071",308,305,4002,17,11238,"491 PARK PLACE","R1",8,1930,4
"22129",308,163,3001,13,11238,"210 PARK PLACE","D1",20,1915,5
"22133",308,163,3001,13,11238,"230 PARK PLACE","D4",82,1937,6
"22139",308,163,3001,13,11238,"215 STERLING PLACE","D1",82,1937,6
"22155",308,163,3001,13,11238,"214 PARK PLACE","R1",4,1900,4
"22156",308,163,3001,13,11238,"222 PARK PLACE","R2",14,2004,4
"22157",308,207,3000,13,11238,"689 VANDERBILT AVENUE","D4",21,1900,3
"22320",308,207,1000,13,11238,"377 STERLING PLACE","R1",4,1920,3
"22336",308,215,1000,17,11238,"475 STERLING PLACE","R4",45,2006,5
"22391",308,159,1000,13,11238,"10 PLAZA ST EAST","D4",134,1959,15
"22393",308,159,1000,13,11238,"214 STERLING PLACE","D1",35,1936,6
"22394",308,159,1000,13,11238,"20 PLAZA ST EAST","D4",100,1940,6
"22395",308,159,1000,13,11238,"397 FLATBUSH AVENUE","RM",6,1900,4
"22396",308,159,1000,13,11238,"399 FLATBUSH AVENUE","RM",3,1910,4
"22397",308,207,3001,13,11238,"50 PLAZA ST EAST","D4",49,1925,12
"22398",308,207,3001,13,11238,"36 PLAZA ST EAST","D6",84,1926,12
"22399",308,207,3001,13,11238,"34 PLAZA ST EAST","D4",111,1956,12
"22411",308,207,3001,13,11238,"296 STERLING PLACE","D4",19,1910,6
"22416",308,207,2000,13,11238,"315 ST JOHNS PLACE","D4",41,1921,6
"22417",308,207,2000,13,11238,"295 ST JOHNS PLACE","D4",54,1923,6
"22419",308,207,2000,13,11238,"60 PLAZA ST EAST","D4",75,1940,6
"22420",308,207,2000,13,11238,"328 STERLING PLACE","D4",25,1931,5
"22432",308,207,2000,13,11238,"44 BUTLER PLACE","R4",60,1925,6
"22433",308,207,2000,13,11238,"34 BUTLER PLACE","R2",48,2005,4
"22434",308,207,2000,13,11238,"20 BUTLER PLACE","R2",47,1916,4
"22435",308,207,2001,13,11238,"35 EASTERN PARKWAY","D4",70,1961,6
"22436",308,207,2001,13,11238,"25 EASTERN PARKWAY","D1",30,1925,6
"22450",308,207,2001,13,11238,"286 ST JOHNS PLACE","R2",16,1912,4
"22451",308,207,2001,13,11238,"1 GRAND ARMY PLAZA","RM",96,2006,15
"22452",308,207,1001,13,11238,"203 UNDERHILL AVENUE","D1",72,1912,6
"22453",308,207,1001,13,11238,"195 UNDERHILL AVENUE","D1",36,1940,6
"22509",308,207,1001,13,11238,"806 WASHINGTON AVENUE","RM",14,1910,4
"22510",308,207,1001,13,11238,"427 ST JOHNS PLACE","R2",16,1912,4
"22511",308,207,1001,13,11238,"355 ST JOHNS PLACE","R2",16,1909,4
"22512",308,207,1001,13,11238,"398 STERLING PLACE","R6",2,1910,4
"22524",308,215,1001,17,11238,"494 STERLING PLACE","D1",77,2013,7
"22559",308,215,1001,17,11238,"476 STERLING PLACE","R1",8,2010,4
"22616",308,217,1002,17,11238,"555 ST JOHNS PLACE","D1",64,2003,9
"22617",308,217,1002,17,11238,"590 STERLING PLACE","R6",3,0,3
"22618",308,217,1002,17,11238,"580 STERLING PLACE","R1",8,2010,5
"22621",308,215,3000,13,11238,"340 ST JOHNS PLACE","D1",58,1924,6
"22629",308,215,3000,13,11238,"408 ST JOHNS PLACE","D4",36,1924,6
"22630",308,215,3000,13,11238,"418 ST JOHNS PLACE","D4",36,1924,6
"22652",308,215,3000,13,11238,"376 ST JOHNS PLACE","R1",8,1998,4
"22659",308,215,2000,17,11238,"781 WASHINGTON AVENUE","D5",63,1920,6
"22660",308,215,2000,17,11238,"500 ST JOHNS PLACE","D1",112,1931,6
"22680",308,215,2000,17,11238,"832 CLASSON AVENUE","R1",8,1920,4
"22686",308,217,2001,17,11238,"540 ST JOHNS PLACE","D1",47,1931,6
"22690",308,217,2001,17,11238,"564 ST JOHNS PLACE","D1",193,0,0
"22714",308,217,2001,17,11238,"527 LINCOLN PLACE","D8",24,2008,7
"22725",308,217,2001,17,11238,"524 ST JOHNS PLACE","RM",13,2007,6
"22726",308,217,2001,17,11238,"823 CLASSON AVENUE","RM",24,1925,7
"22734",308,215,4000,13,11238,"326 LINCOLN PLACE","D1",35,1925,6
"22736",308,215,4000,13,11238,"364 LINCOLN PLACE","D1",54,1927,6
"22737",308,215,4000,13,11238,"135 EASTERN PARKWAY","D4",186,1926,15
"22738",308,215,4000,13,11238,"125 EASTERN PARKWAY","D4",51,1923,6
"22739",308,215,4000,13,11238,"115 EASTERN PARKWAY","D4",40,1922,6
"22740",308,215,4000,13,11238,"95 EASTERN PARKWAY","D1",45,1925,6
"22741",308,215,4000,13,11238,"85 EASTERN PARKWAY","D1",41,1922,6
"22742",308,215,4000,13,11238,"73 EASTERN PARKWAY","D7",22,1926,6
"22743",308,215,4000,13,11238,"61 EASTERN PARKWAY","D4",39,1930,6
"22744",308,215,4000,13,11238,"55 EASTERN PARKWAY","D4",47,1925,6
"22745",308,215,4000,13,11238,"41 EASTERN PARKWAY","D4",67,1926,12
"22746",308,215,4000,13,11238,"159 EASTERN PARKWAY","D1",72,1927,7
"22750",308,215,4000,13,11238,"175 EASTERN PARKWAY","D4",78,1922,6
"22751",308,215,4000,13,11238,"171 EASTERN PARKWAY","D1",23,1929,6
"22752",308,215,4000,13,11238,"163 EASTERN PARKWAY","D1",37,1916,6
"22753",308,215,2001,17,11238,"201 EASTERN PARKWAY","D7",100,1924,6
"22759",308,215,2001,17,11238,"458 LINCOLN PLACE","R1",8,1912,4
"22760",308,215,2001,17,11238,"217 EASTERN PARKWAY","R2",12,1906,4
"22761",308,217,2002,17,11238,"263 EASTERN PARKWAY","D1",62,1920,6
"22762",308,217,2002,17,11238,"277 EASTERN PARKWAY","D1",67,1928,6
"22763",308,217,2002,17,11238,"520 LINCOLN PLACE","D1",35,1931,6
"22775",308,217,2002,17,11238,"255 EASTERN PARKWAY","RM",90,1924,6
"22776",308,217,2002,17,11238,"225 EASTERN PARKWAY","R4",56,2006,6
"22791",308,221,1000,17,11216,"1153 PACIFIC STREET","R1",4,1905,4
"22808",308,315,4000,17,11216,"1273 PACIFIC STREET","D1",48,1910,6
"22860",308,315,1000,17,11216,"1307 PACIFIC STREET","D1",49,1920,7
"22866",308,315,1000,17,11216,"1311 PACIFIC STREET","R4",32,2010,6
"22915",308,313,4000,17,11216,"1409 PACIFIC STREET","R6",2,2013,3
"23022",308,221,1001,17,11216,"1154 PACIFIC STREET","D1",47,1926,6
"23026",308,221,1001,17,11216,"1350 GRANT SQUARE","D3",80,1915,6
"23053",308,315,4001,17,11216,"1232 PACIFIC STREET","D1",36,1905,6
"23054",308,315,4001,17,11216,"1236 PACIFIC STREET","D1",41,1920,6
"23093",308,315,4001,17,11216,"1206 PACIFIC STREET","R2",32,1915,4
"23094",308,315,4001,17,11216,"1200 PACIFIC STREET","R1",10,1900,5
"23095",308,315,4001,17,11216,"1141 DEAN STREET","R1",4,1905,4
"23108",308,315,1001,17,11216,"1296 PACIFIC STREET","D1",76,1928,6
"23151",308,315,1001,17,11216,"1239 DEAN STREET","R1",5,1905,4
"23152",308,313,4001,17,11216,"77 NEW YORK AVENUE","D1",103,1975,11
"23189",308,313,4001,17,11216,"1299 DEAN STREET","D4",24,1913,4
"23349",308,221,1002,17,11216,"1354 BEDFORD AVENUE","D1",40,1931,6
"23460",308,315,2000,17,11216,"110 NEW YORK AVENUE","D3",66,1905,6
"23537",308,313,3000,17,11216,"1296 DEAN STREET","R1",5,1905,4
"23539",308,313,2001,17,11216,"97 BROOKLYN AVENUE","D3",71,1900,6
"23679",308,221,2001,17,11216,"1378 BEDFORD AVENUE","D1",10,2006,5
"23680",308,221,2001,17,11216,"1380 BEDFORD AVENUE","D1",10,2006,5
"23681",308,221,2001,17,11216,"1382 BEDFORD AVENUE","D1",10,2006,5
"23682",308,221,2001,17,11216,"1384 BEDFORD AVENUE","D1",10,2006,5
"23717",308,221,2001,17,11216,"954 BERGEN STREET","R4",36,2015,6
